EmployeeID,source,IndustryBenchmarkSalary,CompetitorJobPostings,MarketDemandForSkills,EconomicIndicators,LocationCostOfLiving
100373,Market Intelligence APIs,2586077,303,9.94820256812169,6.573841274871244,159
106561,Market Intelligence APIs,827633,424,3.3111411934555113,-0.6670450532484375,168
110363,Market Intelligence APIs,1508642,59,1.9998248665613965,-1.1707878833942007,52
101682,Market Intelligence APIs,714565,343,1.4773796416124596,-3.258180947997386,61
105543,Market Intelligence APIs,770753,376,3.8210055614363485,4.420154136063831,149
101626,Market Intelligence APIs,2084623,81,5.2082561745288425,-4.191763887037636,172
110505,Market Intelligence APIs,2564600,422,3.333517666021189,7.123429133315609,183
106141,Market Intelligence APIs,2637639,494,9.908388373132473,3.0633961715553912,146
111250,Market Intelligence APIs,1767507,202,7.379369239844217,-1.2645011709699019,67
105390,Market Intelligence APIs,977632,108,1.0301328475078468,5.314425886997711,194
100381,Market Intelligence APIs,1470176,286,5.721806526377826,3.3376926291167344,163
105634,Market Intelligence APIs,1989343,36,1.3489327589654347,3.302258794084759,105
100826,Market Intelligence APIs,1086150,486,6.561063402389355,3.4837686706566178,94
110407,Market Intelligence APIs,853492,115,9.259296884510515,7.1194736202997095,53
101188,Market Intelligence APIs,546398,350,4.966964425552262,4.792584731910866,73
105820,Market Intelligence APIs,1559086,258,2.3807597536683494,3.4562396383908425,91
111184,Market Intelligence APIs,768942,469,2.274853820575433,3.435518431795872,79
111302,Market Intelligence APIs,1630078,74,6.823157517279893,5.246108988841488,190
111533,Market Intelligence APIs,1933074,161,9.172116607266995,6.5294453316394225,176
106660,Market Intelligence APIs,1772456,373,6.203352033070264,-1.695253112947905,155
105937,Market Intelligence APIs,2384869,331,8.421353104718886,5.564175873419531,64
101053,Market Intelligence APIs,865603,119,1.6049427303776689,-0.7503199317611022,93
111692,Market Intelligence APIs,1543552,249,7.162763044690029,5.738984506930745,95
111397,Market Intelligence APIs,2186070,426,4.858989737668234,1.589141752126201,196
100674,Market Intelligence APIs,1560231,21,1.758410672653811,6.9919591003012105,152
110454,Market Intelligence APIs,2243692,499,3.0874364623043897,8.506141439134469,145
100769,Market Intelligence APIs,2534775,409,4.367027669341868,-0.6073920981592478,140
105779,Market Intelligence APIs,2938664,136,7.209833691443158,3.5411673455173194,110
110642,Market Intelligence APIs,2321227,431,3.962842493813209,5.198959972284397,135
110524,Market Intelligence APIs,1442647,388,1.5037265273539517,3.83793080160077,171
106501,Market Intelligence APIs,1308387,458,4.12133309967594,7.2336832046458746,51
105688,Market Intelligence APIs,2550813,271,4.098647311055993,-4.729588052450492,182
110612,Market Intelligence APIs,789661,160,4.151519033369685,-3.2187409798844677,171
110478,Market Intelligence APIs,2423721,401,6.502528572033807,4.806452072472295,145
105370,Market Intelligence APIs,2064542,231,8.360630967547475,3.544340191411017,76
100852,Market Intelligence APIs,794906,60,8.957103934632807,-2.5783684820070842,197
106462,Market Intelligence APIs,665317,198,3.480150418868492,4.0375776890149595,93
101163,Market Intelligence APIs,1482125,170,5.199222715550052,6.27962753408185,134
110312,Market Intelligence APIs,1425680,44,7.025833240334296,5.533614917108489,118
100942,Market Intelligence APIs,1683210,444,6.50290363429154,9.099410887469842,92
106620,Market Intelligence APIs,2656377,45,8.28034530940015,-4.926508004294463,161
105538,Market Intelligence APIs,1861329,158,1.3929770377645103,6.803752620011288,98
100515,Market Intelligence APIs,1418372,398,1.505041265865415,2.916039247690234,59
106245,Market Intelligence APIs,1077255,379,9.193019430270676,-2.3920894371214896,142
110699,Market Intelligence APIs,998677,482,4.555738127024555,3.162126635181661,56
105678,Market Intelligence APIs,587841,474,8.46889636703279,-0.5261285827044482,53
111089,Market Intelligence APIs,534805,326,4.534854726205977,2.3337781115421494,187
110423,Market Intelligence APIs,1552874,376,8.326881429697387,9.766807033770766,107
110646,Market Intelligence APIs,1435224,167,1.2743874481670372,2.9385578437683337,55
105419,Market Intelligence APIs,2358439,79,9.93060559920836,8.814730680490719,188
100597,Market Intelligence APIs,2154360,158,4.293024220379233,6.766332121671834,80
100992,Market Intelligence APIs,641221,119,2.3986950962405595,1.9666507231211163,111
101306,Market Intelligence APIs,541393,439,4.21724502033912,-4.814880233970712,50
100919,Market Intelligence APIs,2298625,467,8.12384701755805,3.7487700071100853,135
106638,Market Intelligence APIs,1334412,364,5.054270869703615,-0.7479118531136031,189
105429,Market Intelligence APIs,2482506,28,1.9347584819589896,4.561128628511298,90
110932,Market Intelligence APIs,1509383,255,3.0173314240166906,3.157188352379997,52
100760,Market Intelligence APIs,944368,472,3.05286500052297,2.4288834826885193,153
100639,Market Intelligence APIs,2303231,236,6.004101774489381,9.035209598444332,183
111049,Market Intelligence APIs,1874697,392,9.322542555389749,8.97892053489689,138
111157,Market Intelligence APIs,2432323,266,3.1833106105049804,9.655040843283468,183
100957,Market Intelligence APIs,1288357,450,1.3425843758425382,4.67912009593417,79
111083,Market Intelligence APIs,693623,8,1.9955302281786902,-0.6230813578316665,180
110793,Market Intelligence APIs,2057711,84,5.757499006879316,8.124324901628423,148
105969,Market Intelligence APIs,2737761,193,2.7611852208455243,-0.9583866777313865,86
111235,Market Intelligence APIs,1284012,444,9.269492068574332,-1.1469343076097047,125
101192,Market Intelligence APIs,573073,302,4.369567382813598,-1.1915838604466558,160
100610,Market Intelligence APIs,1843822,381,5.569651339347035,5.270594459592678,177
111209,Market Intelligence APIs,1133988,472,9.84124557388003,6.073222231339406,69
100350,Market Intelligence APIs,2223729,71,3.99063198845519,6.896984668377074,96
110652,Market Intelligence APIs,1784069,345,7.217976870462842,-1.9896118630949582,130
101407,Market Intelligence APIs,1057827,327,3.9211044265009996,-0.6118049616832746,119
101389,Market Intelligence APIs,2930776,392,8.059643424805545,1.534005392503114,192
111290,Market Intelligence APIs,1313344,453,8.393599319392306,0.6627360707085863,123
101037,Market Intelligence APIs,2158459,182,3.835273948453443,-1.840232691117759,194
106436,Market Intelligence APIs,2834239,405,8.11853759593635,-0.9703006657423634,149
105558,Market Intelligence APIs,1080832,61,5.717381363876557,8.775277601831107,144
101331,Market Intelligence APIs,1234021,304,1.7831209107145647,-3.896880371162167,193
106599,Market Intelligence APIs,792076,431,2.6159532892622086,0.710755243560774,137
106697,Market Intelligence APIs,2792536,77,6.5427755167172785,9.803544376699824,114
101264,Market Intelligence APIs,1100375,106,2.5757981512739727,-4.37785753216996,106
105488,Market Intelligence APIs,2338243,48,7.183812223838791,1.600664090265992,161
111373,Market Intelligence APIs,2725194,486,2.7318975224132998,-0.24535026079883515,150
100398,Market Intelligence APIs,1802675,28,8.257010852805555,-0.8574108475986195,168
111266,Market Intelligence APIs,1895078,496,1.3353649233685017,8.243147085111534,62
106608,Market Intelligence APIs,2975703,10,9.463291404019268,4.4336899500526865,156
100899,Market Intelligence APIs,2607593,440,1.5189636518996743,7.202805639132809,194
101662,Market Intelligence APIs,1995931,52,2.4432850297473037,-0.13388071460239281,179
111427,Market Intelligence APIs,2731306,169,5.440560797261135,1.716054283857157,86
105592,Market Intelligence APIs,2886221,262,3.630445133661908,7.542180155248648,90
111366,Market Intelligence APIs,981964,178,7.223787456152736,-2.3341059116292673,70
105986,Market Intelligence APIs,2440020,75,7.692588689217888,-2.759213379648485,175
110774,Market Intelligence APIs,668387,117,2.2181859870829896,4.303564641832136,62
101510,Market Intelligence APIs,957316,208,1.5284900209024608,7.280252152049515,64
106109,Market Intelligence APIs,1840409,374,2.932014426801535,5.419375636689162,143
111569,Market Intelligence APIs,1327635,471,2.0259333428800135,1.5637652032629719,165
105734,Market Intelligence APIs,1749424,172,3.1373107075487985,-3.0534254154821743,153
101130,Market Intelligence APIs,1204177,292,2.795916586607565,6.893672733270515,125
101511,Market Intelligence APIs,2291193,328,1.1730353052413391,9.451649715316716,191
106347,Market Intelligence APIs,1671946,69,1.0099265697143947,8.335865810686519,62
110842,Market Intelligence APIs,1484000,454,6.902134155045236,3.0522348633795477,79
106446,Market Intelligence APIs,2223046,136,6.36467729271979,7.862453377026714,195
101635,Market Intelligence APIs,720312,343,6.419098598734142,2.379829760673104,55
100561,Market Intelligence APIs,2708130,172,9.796861139349883,-0.078541248367614,143
105711,Market Intelligence APIs,2407697,73,2.167384350242815,6.568250842327375,169
105923,Market Intelligence APIs,2573431,345,6.194961270185136,-1.5240925509766838,53
105357,Market Intelligence APIs,2637679,396,6.315990635390046,9.632167263286728,134
100884,Market Intelligence APIs,2593546,35,8.455856097489368,9.391375590803957,162
110481,Market Intelligence APIs,1632323,42,1.5391345041269262,3.5247694440117954,73
106483,Market Intelligence APIs,1122629,273,3.496604459127277,7.206942697719127,61
111591,Market Intelligence APIs,550962,350,1.2993144523277553,8.020312277890246,91
100906,Market Intelligence APIs,1126152,314,2.5299187668823766,9.325983491575611,150
111326,Market Intelligence APIs,870636,359,1.671811260264405,-1.5362389865384753,50
106294,Market Intelligence APIs,921013,439,6.216329469486791,-0.6917418336013945,183
106605,Market Intelligence APIs,2186043,95,7.830055656234358,-4.293560197669155,138
100801,Market Intelligence APIs,603078,217,1.900416504496043,1.960015298445355,97
101422,Market Intelligence APIs,994268,4,8.26481670742149,-1.2039788150381638,172
110471,Market Intelligence APIs,2929625,165,7.010844457794856,-2.217663341079477,57
100326,Market Intelligence APIs,1337270,209,4.516885535572542,4.986593407480978,165
110665,Market Intelligence APIs,2094890,365,4.110437714075318,3.714886871981488,187
105902,Market Intelligence APIs,2347777,253,1.3239968132296907,-1.1114978256593604,157
111703,Market Intelligence APIs,2972832,423,9.711309665871605,-1.9575378488622865,146
101100,Market Intelligence APIs,1973363,197,9.294890568112512,8.626262668456905,164
100468,Market Intelligence APIs,749997,347,8.947167598508996,9.68704498608511,140
110703,Market Intelligence APIs,1115976,256,8.492946846876299,-4.38028754535752,158
106494,Market Intelligence APIs,985532,337,3.889003844768588,-3.2454197900856414,171
110380,Market Intelligence APIs,1737970,368,6.640754067657953,-2.0158158585512047,100
111198,Market Intelligence APIs,1607720,182,3.332797804121987,6.659371219836498,194
101652,Market Intelligence APIs,2031261,493,3.6433082932512013,3.405204618150254,114
110461,Market Intelligence APIs,918694,480,4.05055029537748,0.25734129096114877,189
111276,Market Intelligence APIs,2197235,243,1.0221961132914479,-3.1952368719595876,116
111220,Market Intelligence APIs,2861310,339,9.033063032557292,7.459508544005397,184
110580,Market Intelligence APIs,2108092,85,5.896690135673445,1.1086163968487979,195
111584,Market Intelligence APIs,2669946,353,8.248006047875334,8.103719247995155,187
101154,Market Intelligence APIs,855450,456,7.207714711520249,2.5580938767404833,61
101274,Market Intelligence APIs,1431882,84,9.090580819361653,3.2043521593990025,192
101647,Market Intelligence APIs,1014980,446,6.3458160903959415,4.238579203100285,192
100762,Market Intelligence APIs,1046134,308,5.237136467316523,7.777388835765384,141
101345,Market Intelligence APIs,2512950,453,2.0118446536281414,-1.2447330656492177,62
105323,Market Intelligence APIs,2677180,26,9.938005873597735,2.49982408469904,188
110858,Market Intelligence APIs,1807949,150,9.236599966181018,9.151929475824629,130
111318,Market Intelligence APIs,1823994,165,6.404940007139669,2.157418258184073,98
106017,Market Intelligence APIs,1130991,56,5.599542087950529,-3.2427257169459516,72
106687,Market Intelligence APIs,1594288,383,9.307635505538515,-4.440922511714007,114
106013,Market Intelligence APIs,2276051,187,9.86134547072826,3.8160688297657366,189
106314,Market Intelligence APIs,2170607,180,1.6767640795424017,-1.0698216366258246,145
105458,Market Intelligence APIs,2566375,30,8.648389991660606,-0.42960620084828083,133
110836,Market Intelligence APIs,2146842,435,2.6764286737148484,-3.0250592279105417,166
110980,Market Intelligence APIs,2630941,231,7.783402590139906,5.729383771205146,88
106008,Market Intelligence APIs,2775751,324,1.316453239464289,-4.072070863793236,80
105441,Market Intelligence APIs,2553685,325,1.136174643034167,1.2539365033294922,80
101666,Market Intelligence APIs,2290366,376,3.306828048578117,-1.8877396363982815,53
105754,Market Intelligence APIs,2458978,152,6.881906796974067,-3.633784339017714,100
100874,Market Intelligence APIs,2139504,297,2.5309827790327954,-0.5461358716313143,55
101560,Market Intelligence APIs,1153720,92,5.0664221488777805,2.457140705191976,140
100869,Market Intelligence APIs,904852,369,9.921107063247398,1.5392377836141868,84
105997,Market Intelligence APIs,2013397,260,3.6280405531479474,-3.366866771834876,130
101005,Market Intelligence APIs,1450195,181,3.0998651273028868,3.1727561991844446,60
110876,Market Intelligence APIs,2651273,226,2.974438763969261,2.862427469526529,140
100520,Market Intelligence APIs,1495037,76,8.151554424723788,6.0276005813572,54
105889,Market Intelligence APIs,1213842,263,3.2216386324413255,2.4262330091938917,97
100620,Market Intelligence APIs,1252333,50,9.737220873280103,-2.2225043379925737,132
106555,Market Intelligence APIs,2518145,458,8.883580253352754,8.09746949946534,87
106392,Market Intelligence APIs,1018861,484,2.463941994088591,2.822450184559435,95
106285,Market Intelligence APIs,2342998,301,9.107337967649357,6.401846580673384,167
110412,Market Intelligence APIs,2941196,217,8.117301050454058,-2.5854901781328907,151
100799,Market Intelligence APIs,2174204,230,1.8477321493236314,-0.9344251119048224,115
106480,Market Intelligence APIs,1849674,140,6.944096608805187,3.787437824299566,120
106383,Market Intelligence APIs,1394946,112,6.214864602985972,8.544438873932252,176
105808,Market Intelligence APIs,2332505,339,9.869751239684208,5.840134093284735,155
100815,Market Intelligence APIs,539418,92,2.7461850843024873,7.580718656170845,103
100692,Market Intelligence APIs,2451266,294,1.8460557218257538,4.406537469676042,185
111356,Market Intelligence APIs,2530216,95,9.833596380938427,1.603857503412348,197
110833,Market Intelligence APIs,2445791,393,8.722735096836082,-0.4280335099495627,118
106621,Market Intelligence APIs,1023657,446,3.600045405896207,6.412013647700423,63
101147,Market Intelligence APIs,2241746,444,2.4963693967257035,-2.5621983008153864,56
105401,Market Intelligence APIs,1168991,358,8.919056684808746,8.79549596781938,76
101615,Market Intelligence APIs,1339514,51,7.5784305585788045,2.528415346013217,52
105685,Market Intelligence APIs,802952,318,1.034798870660724,-1.3529412544355286,66
101499,Market Intelligence APIs,1329598,16,3.912140991278477,-2.4562634396158054,146
101434,Market Intelligence APIs,588985,120,1.199493923510704,-2.2557003566021807,191
110746,Market Intelligence APIs,734583,105,2.95785304971331,7.513082213123203,89
101401,Market Intelligence APIs,866522,5,7.3264048617438355,-2.7082650125699343,89
110590,Market Intelligence APIs,1615106,308,9.226135629721771,4.998990107053601,155
106673,Market Intelligence APIs,1907524,84,7.1953547815791765,7.51135925758792,139
110450,Market Intelligence APIs,723476,100,7.302701696799871,1.2450698440166246,50
100709,Market Intelligence APIs,1113504,235,1.6716819324088865,-0.08380928779857921,84
111486,Market Intelligence APIs,657638,108,2.5818368737910613,-0.4984144929541525,88
106069,Market Intelligence APIs,1295181,472,6.657618051823,1.9776357595621317,72
105293,Market Intelligence APIs,2411582,433,2.420917010969994,-3.441033856329554,147
106467,Market Intelligence APIs,1026787,251,3.8778888673137093,3.714931386609525,61
110725,Market Intelligence APIs,2769066,313,9.843575084919,1.5051588961381999,156
101023,Market Intelligence APIs,2680051,345,1.3559660841305718,-4.721396371090767,99
100317,Market Intelligence APIs,2115585,456,3.8726805294637323,5.63499880216402,135
105736,Market Intelligence APIs,2459432,251,5.4823557725382965,7.693444893384941,155
100526,Market Intelligence APIs,1899080,342,6.252112950077425,0.5839725045249136,114
100338,Market Intelligence APIs,1478251,23,1.327240341998661,2.586883586044326,106
105951,Market Intelligence APIs,2697005,187,5.620191349574122,1.92950032142903,63
100282,Market Intelligence APIs,685794,439,5.99066514449782,8.959437712952845,170
105296,Market Intelligence APIs,1894304,272,9.611187992443636,-3.763128783198795,135
101058,Market Intelligence APIs,793507,50,7.737183983421986,7.01223955592323,108
111572,Market Intelligence APIs,1491106,30,6.530825612739609,9.81326038720174,54
105574,Market Intelligence APIs,794856,75,3.94563595761546,-0.0020532461776268107,53
110865,Market Intelligence APIs,2899713,486,4.303705066268001,-4.029361804353952,145
100667,Market Intelligence APIs,2991407,64,7.030771031905769,-0.8357669277193311,85
101043,Market Intelligence APIs,895948,406,2.159456100982177,7.912784307963781,138
101525,Market Intelligence APIs,727935,5,5.281086472590572,-1.6302090221182826,113
110658,Market Intelligence APIs,1659534,436,8.797325145480368,0.375390690553175,93
100353,Market Intelligence APIs,710623,352,2.419303172177032,9.330473027869942,195
101543,Market Intelligence APIs,2698421,259,9.932643868560856,8.321113087881809,58
106547,Market Intelligence APIs,2692374,438,2.4432681313445217,2.137831681389997,74
106093,Market Intelligence APIs,1660567,245,3.4528887586149706,2.1176086186713974,152
111299,Market Intelligence APIs,1175578,427,6.481825994387827,5.252121532555272,160
111643,Market Intelligence APIs,2211663,182,8.83001549064343,-0.6986419425202897,118
111176,Market Intelligence APIs,2249367,42,3.6496207727132273,5.482375135068988,54
106363,Market Intelligence APIs,1712480,90,8.035481260421948,-0.9159385667634883,63
100583,Market Intelligence APIs,604370,325,3.879882410164897,6.640586960168916,66
101135,Market Intelligence APIs,1399442,358,5.951631371792864,7.24958886182112,131
100821,Market Intelligence APIs,2263107,471,9.184401429687922,-1.0981530335997283,115
101114,Market Intelligence APIs,2218975,330,4.203677838216025,0.4795524072073807,84
106442,Market Intelligence APIs,2076508,75,5.676423910293283,7.042409327228878,129
106459,Market Intelligence APIs,2450350,322,7.951856504105833,3.4701221478614794,111
106166,Market Intelligence APIs,1965883,296,4.765401410847445,6.108674971479262,71
110277,Market Intelligence APIs,764826,236,7.849406049857709,0.8596584748990574,119
106590,Market Intelligence APIs,2654882,428,8.008646383539242,-0.507199173164036,169
105963,Market Intelligence APIs,2903892,387,1.1667182537413057,-1.5478921780012747,127
111680,Market Intelligence APIs,1898886,232,6.872316660842208,-0.6921780256278662,155
111336,Market Intelligence APIs,1764143,200,7.272830313197249,-4.837049530727244,166
110287,Market Intelligence APIs,2059635,169,1.805939609436872,-0.4595182254389192,196
100973,Market Intelligence APIs,2020801,308,6.871947559346841,3.429553949308902,85
106029,Market Intelligence APIs,1415157,267,6.783101475826116,6.297907742906988,122
100950,Market Intelligence APIs,2267042,158,6.954329250211815,-0.8348327774844728,125
110492,Market Intelligence APIs,2337955,316,2.331103968890116,-4.674660427657483,134
111104,Market Intelligence APIs,2809347,470,8.58561253702725,-1.987991871893927,179
100718,Market Intelligence APIs,575023,72,9.277198214256126,-4.545549640902694,124
106225,Market Intelligence APIs,904433,100,5.391126484625977,-3.280153037275455,50
106518,Market Intelligence APIs,579755,78,1.6358429228048588,4.055704699502712,61
106073,Market Intelligence APIs,1261785,452,9.839531243647924,9.391031771395099,139
100331,Market Intelligence APIs,2104257,149,4.210272527892093,-4.729354288200672,56
106257,Market Intelligence APIs,2406813,498,1.8822440420753264,0.13463225452187366,118
111378,Market Intelligence APIs,1013799,53,4.725184987293628,3.629029865833708,167
100628,Market Intelligence APIs,2583479,184,8.374047583935386,2.9321013799508258,66
106034,Market Intelligence APIs,850364,28,6.745008757918346,4.259342515394566,189
106254,Market Intelligence APIs,2119474,188,3.124841626942196,9.870744980115319,187
110433,Market Intelligence APIs,1888134,102,3.841387283943642,-1.9269507985260477,155
110744,Market Intelligence APIs,2725573,207,7.334023598402381,-2.2846849052772775,54
106214,Market Intelligence APIs,1600015,317,1.2034391001282905,-1.3357759519897598,71
